name	date	op_date	group	paw	spot	num	r2	slope	min_minor_l	max_minor_l	mean_minor_l	median_minor_l	min_major_l	max_major_l	mean_major_l	median_major_l
example_image	170125	co	co	co	ps	1004	0.791486533160949	0.5790202475038966	0.7257378641769202	5.748990473810075	2.1261515345468713	1.9899076910174163	1.268	7.452500819934288	2.9598454246378076	2.7963735134469885
