label	intensity_mean	area	axis_major_length	axis_minor_length	major_length_um	minor_length_um	axis_ratio	name	date	op_date	group	paw	spot
423	3332.08125	160.0	15.084812035648932	13.75664642451572	4.781885415300712	4.360856916571484	0.9119534530497001	example_image	170125	co	co	co	ps
424	3770.3125	32.0	11.90634702311203	3.498414007122555	3.7743120063265136	1.1089972402578498	0.2938276534634512	example_image	170125	co	co	co	ps
425	3004.8260869565215	23.0	5.784770756395577	5.387405680042758	1.833772329777398	1.7078076005735545	0.9313084142680164	example_image	170125	co	co	co	ps
426	3000.527777777778	36.0	7.571877794400365	6.0	2.4002852608249157	1.9020000000000001	0.7924058156930615	example_image	170125	co	co	co	ps
427	3670.6176470588234	68.0	11.327917167044129	8.000438261731057	3.590949741952989	2.5361389289687453	0.7062585419503616	example_image	170125	co	co	co	ps
428	2956.3333333333335	18.0	6.335372223632928	3.7464514269096307	2.008312994891638	1.187625102330353	0.591354587333352	example_image	170125	co	co	co	ps
429	3463.068181818182	220.0	19.88119339482438	14.65738638515996	6.302338306159328	4.646391484095707	0.7372488207360671	example_image	170125	co	co	co	ps
430	3500.245901639344	61.0	9.509277777069459	8.237855803950522	3.0144410553310186	2.6114002898523156	0.8662966838359875	example_image	170125	co	co	co	ps
431	3028.972972972973	37.0	7.113556847154967	6.706456882206951	2.2549975205481245	2.1259468316596037	0.9427712502064515	example_image	170125	co	co	co	ps
432	3116.0	40.0	8.499107321306475	6.440122261332826	2.6942170208541527	2.041518756842506	0.7577410212467885	example_image	170125	co	co	co	ps
433	3437.3636363636365	33.0	7.232301872889206	5.999583600146139	2.2926396937058784	1.9018680012463263	0.8295538136531609	example_image	170125	co	co	co	ps
434	3330.4411764705883	34.0	7.739718056690487	5.887046631050008	2.4534906239708842	1.8661937820428525	0.7606280471626529	example_image	170125	co	co	co	ps
435	3280.3	30.0	7.151072584246881	5.406985687808499	2.266890009206261	1.714014463035294	0.7561083493572088	example_image	170125	co	co	co	ps
436	3021.782608695652	23.0	6.014475292448898	4.86335007099463	1.9065886677063006	1.5416819725052977	0.8086075400626399	example_image	170125	co	co	co	ps
437	2846.777777777778	18.0	5.811865258054231	4.109609335312651	1.8423612868031913	1.3027461592941105	0.7071067811865476	example_image	170125	co	co	co	ps
438	3414.8453608247423	97.0	13.5638888370239	9.211747391614177	4.299752761336576	2.920123923141694	0.6791376354006864	example_image	170125	co	co	co	ps
439	3526.5810810810813	74.0	10.86666983426825	8.698265668886675	3.4447343374630357	2.757350217037076	0.8004536625799128	example_image	170125	co	co	co	ps
440	3350.8571428571427	91.0	14.25154425195019	8.158517079579163	4.51773952786821	2.5862499142265944	0.5724654770982271	example_image	170125	co	co	co	ps
441	3198.266666666667	60.0	9.810207736748364	7.82246350409854	3.1098358525492316	2.479720930799237	0.7973800060110989	example_image	170125	co	co	co	ps
442	3457.2528735632186	174.0	18.163235689676377	12.287776750491952	5.757745713627411	3.895225229905949	0.6765191489243341	example_image	170125	co	co	co	ps
443	2738.8	15.0	6.531972647421808	3.086889840744061	2.0706353292327133	0.9785440795158673	0.47258156262526096	example_image	170125	co	co	co	ps
444	3491.537037037037	54.0	9.330115453895807	7.438433297694137	2.957646598884971	2.3579833553690412	0.7972498662477113	example_image	170125	co	co	co	ps
445	3206.4225352112676	71.0	11.941407537217717	7.684921155584658	3.7854261892980166	2.4361200063203365	0.6435523728365444	example_image	170125	co	co	co	ps
446	3611.375	40.0	8.857681157058494	6.024241406176456	2.8078849267875423	1.9096845257579367	0.6801149532658295	example_image	170125	co	co	co	ps
447	3089.7671232876714	73.0	10.440784730180443	9.156566334109167	3.3097287594672005	2.902631527912606	0.8769998204867613	example_image	170125	co	co	co	ps
448	3133.2608695652175	23.0	6.587456320655087	4.734993561238878	2.0882236536476624	1.5009929589127242	0.7187893673605427	example_image	170125	co	co	co	ps
449	3596.7272727272725	11.0	4.38675159652886	3.381434071627706	1.3906002560996487	1.0719146007059828	0.7708287094038696	example_image	170125	co	co	co	ps
450	3594.8695652173915	23.0	6.56997542136232	4.6434169404975805	2.0826822085718555	1.471963170137733	0.7067632133598977	example_image	170125	co	co	co	ps
451	3428.5692307692307	65.0	9.937692918226915	8.489583540656858	3.1502486550779323	2.691197982388224	0.8542811304911574	example_image	170125	co	co	co	ps
452	3640.3797468354433	79.0	12.309201775884882	8.161031971747528	3.9020169629555075	2.5870471350439663	0.6630025342289793	example_image	170125	co	co	co	ps
453	3021.769230769231	13.0	4.1509961733021665	4.1509961733021665	1.315865786936787	1.315865786936787	1.0	example_image	170125	co	co	co	ps
454	3483.731707317073	41.0	8.965772030318874	5.8703370384474605	2.842149733611083	1.860896841187845	0.6547497548003881	example_image	170125	co	co	co	ps
455	3221.744680851064	47.0	9.793581513603689	6.146448968749754	3.1045653398123694	1.948424323093672	0.6275997152024602	example_image	170125	co	co	co	ps
456	3419.880733944954	109.0	14.995215079048956	9.736189493629631	4.753483180058519	3.086372069480593	0.6492864185211228	example_image	170125	co	co	co	ps
457	3551.0677966101694	59.0	12.268189539466336	6.2486999509719325	3.8890160840108288	1.9808378844581027	0.5093416539473965	example_image	170125	co	co	co	ps
458	3486.5106382978724	47.0	10.714562316607719	5.8148092647515295	3.3965162543646468	1.8432945369262348	0.542701520876732	example_image	170125	co	co	co	ps
459	3316.0526315789475	57.0	10.304683896561	7.0621396223940875	3.266584795209837	2.238698260298926	0.6853329702574329	example_image	170125	co	co	co	ps
460	3015.246031746032	126.0	17.063490046135882	9.743385107404476	5.409126344625075	3.088653079047219	0.5710077528723919	example_image	170125	co	co	co	ps
461	2970.6944444444443	72.0	11.002289089243396	8.461729691062992	3.4877256412901567	2.6823683120669686	0.7690881072499511	example_image	170125	co	co	co	ps
462	2960.6206896551726	58.0	10.917937414573295	6.993428071449158	3.4609861604197345	2.216916698649383	0.6405448030975439	example_image	170125	co	co	co	ps
463	3132.816091954023	87.0	12.282125352867144	9.410162973914764	3.893433736858885	2.9830216627309802	0.7661673125423729	example_image	170125	co	co	co	ps
464	3264.285714285714	21.0	5.656854249492381	4.826232174979021	1.7932227970890846	1.5299155994683495	0.8531653746270914	example_image	170125	co	co	co	ps
465	3217.2631578947367	57.0	10.728690214921764	6.808295348923705	3.400994798130199	2.1582296256088145	0.6345877467367392	example_image	170125	co	co	co	ps
466	3141.9	30.0	8.221079367962304	4.852086449616641	2.60608215964405	1.5381114045284752	0.5902006576563791	example_image	170125	co	co	co	ps
467	3189.3809523809523	21.0	9.294641931185163	2.9066533399475505	2.946401492185697	0.9214091087633736	0.3127235413120344	example_image	170125	co	co	co	ps
468	3503.714285714286	70.0	11.001758582705788	8.235294991563059	3.487557470717735	2.6105885123254895	0.7485435105355365	example_image	170125	co	co	co	ps
469	2885.7567567567567	37.0	8.480121369484007	5.572540706885368	2.68819847412643	1.7664954040826617	0.657129829171825	example_image	170125	co	co	co	ps
470	3183.285714285714	49.0	9.312624870100738	6.838571738786701	2.952102083821934	2.167827241195384	0.7343334273822979	example_image	170125	co	co	co	ps
471	3158.8387096774195	31.0	7.533345619039796	5.723239255160931	2.3880705612356152	1.8142668438860152	0.7597207860337646	example_image	170125	co	co	co	ps
472	3066.4324324324325	74.0	11.460197936556868	8.344343635399472	3.6328827458885273	2.645156932421633	0.7281151409071097	example_image	170125	co	co	co	ps
473	3499.6728971962616	214.0	17.794489415375477	15.616944133547275	5.640853144674026	4.950571290334486	0.8776281110967603	example_image	170125	co	co	co	ps
474	2889.3846153846152	13.0	4.1509961733021665	4.1509961733021665	1.315865786936787	1.315865786936787	1.0	example_image	170125	co	co	co	ps
475	3532.5178571428573	112.0	13.594119716300389	10.7541952400606	4.309335950067223	3.40907989109921	0.7910916973289192	example_image	170125	co	co	co	ps
476	3447.1543624161072	149.0	15.810149956823219	12.445601381836957	5.01181753631296	3.9452556380423154	0.7871905969156088	example_image	170125	co	co	co	ps
